Person ID,BU,Gender,JH Position Title (externalCode),External Title,Department,Betweenness Centrality,Closeness Centrality,Eigenvector Centrality,Degree Centrality,Normalized Degree Centrality,Normalized Eigenvector Centrality,Normalized Closeness Centrality,Rank by Degree Centrality,Rank by Closeness Centrality,Rank by Betweenness Centrality,Rank by Eigenvector Centrality
23745,TEK,M,DENG-DMAN-GRGM,Group General Manager - TEK,Engineering and Design Management,0.0,0.01440863723447866,0.0021663689611862856,0.005658669081032141,0.625,0.003040932381868537,0.6256400068976381,5,6,87,18
123238,Infrastructure,M,PDEL-INFR-CODI,Construction Director,Gold Coast Light Rail Stage 3,1.7352337477241643e-05,0.013004228849229239,0.0012022350337257469,0.0018107741059302852,0.2,0.001687577465826784,0.5646589399489884,20,9,1,19
31914,Infrastructure,M,PDEL-INFR-SEPM,Senior Project Manager,Upper South Creek Advanced Water Recycling Centre,4.184975509217103e-06,0.0027920248741014364,0.0011248957830250657,0.000679040289723857,0.07500000000000001,0.0015790163498266042,0.1212330099692737,25,95,23,20
58947,Major Projects,M,PDEL-INFR-CD1B,Construction Director,West Gate Tunnel Project,0.0,0.023030236358967497,0.0009721919558541106,0.0047532820280669985,0.525,0.0013646659682934733,1.0,8,1,87,21
94815,Rail,M,TOPS-OPSM-GMOP,General Manager Operations and Maintenance,Rail Ops and Maintenance,0.0,0.003470439657473766,0.0007939032019104822,0.001358080579447714,0.15000000000000002,0.0011144020218103294,0.15069057926200782,22,70,87,22
60600,Corporate,M,IT-ITM-CIO,Chief Digital and Information Officer,IT Management,0.0,0.011933631958266385,0.0007545262755333423,0.004979628791308284,0.55,0.0010591286252693724,0.51817236142345,7,16,87,23
27636,Infrastructure,M,PDEL-INFR-SEPM,Senior Project Manager,Hobson Bay Main Yarra Crossing Duplication Project,1.1738345940486995e-06,0.0023430198824503827,0.0006862429079184775,0.0015844273426889996,0.17500000000000002,0.0009632792535032846,0.10173668415426658,21,117,65,24
123724,Building,M,PDEL-BUILD-CMBLD,Construction Manager,Building VIC/SA/TAS/NZ Operations,0.0,0.005431546091134978,0.0005981169831828009,0.001358080579447714,0.15000000000000002,0.0008395768817945213,0.23584413144852706,22,41,87,25
88214,Major Projects,M,PDEL-INFR-SEPM,Senior Project Manager,M7-M12 Project,3.2663223486572507e-06,0.002245707606237979,0.00048460842934962284,0.0011317338162064282,0.125,0.0006802449104079954,0.09751127045483174,23,122,31,26
59088,Building,M,PDEL-BUILD-CMBLD,National Construction Manager,Building Management,0.0,0.004468418825580545,0.00031902551034452723,0.0015844273426889996,0.17500000000000002,0.0004478161460367079,0.19402401069325695,21,52,87,27
125039,Infrastructure,F,PRECON-PCM-GMPC,General Manager Pre-Contracts Infrastructure,Infrastructure Pre-Contracts,0.0,0.00560233266716902,0.0002873907175026919,0.0036215482118605704,0.4,0.00040341038331946074,0.24325988582342917,12,39,87,28
99283,Infrastructure,M,PDEL-INFR-PROJM,Project Manager,North Western Program Alliance,2.551814334888477e-06,0.0018576201062855922,0.0002823604396184953,0.0004526935264825713,0.05,0.0003963493816165493,0.0806600539104877,26,142,41,29
43369,Rail,M,PDEL-RAIL-OPM,Operations Manager - Rail Services NSW/ACT/QLD,RIS NSW,4.082902935821563e-06,0.007568975243537692,0.0002452724995822575,0.002037120869171571,0.22500000000000003,0.00034428903549211674,0.32865382384972747,19,29,24,30
110604,Rail,M,PRECON-PCM-GMPC,"General Manager, Rail Pre-Contracts",Rail Pre-Contracts,0.0,0.0039034049766830136,0.0002352012757724026,0.001358080579447714,0.15000000000000002,0.0003301520573551434,0.1694904435995121,22,59,87,31
56923,Major Projects,M,PDEL-INFR-GEMO,General Manager Energy,Energy,0.0,0.005076123785859498,0.00021241522821131368,0.002037120869171571,0.22500000000000003,0.0002981672795087865,0.2204112761475399,19,44,87,32
82812,Infrastructure,M,PDEL-INFR-SEPM,Senior Project Manager,Upper South Creek Advanced Water Recycling Centre,3.980830362426024e-06,0.0036943389902140094,0.00020748362971064862,0.0018107741059302852,0.2,0.0002912447940690317,0.16041255211762126,20,62,25,33
111523,Rail,F,PDEL-RAIL-SEPM,Alliance General Manager,More Trains More Services (MTMS),8.267878445038665e-06,0.008927963945232023,0.00013466832003732648,0.0036215482118605704,0.4,0.00018903393466171507,0.38766271461889096,12,25,3,34
117515,Building,F,PDEL-BUILD-PRDB,Project Director,Sydney Children's Hospital,6.8388624175011185e-06,0.005895377729682025,0.00012969958094786503,0.001358080579447714,0.15000000000000002,0.00018205931497276454,0.2559842477424895,22,34,10,35
96618,Major Projects,F,PEO-HROP-PMGR,People Manager,Melbourne Metro Rail Project - Tunnels & Stations PPP,5.6650278234524196e-06,0.01270844227978377,0.00011752487618476571,0.007016749660479855,0.775,0.00016496968035540816,0.5518155385685117,4,12,14,36
111353,Rail,M,PDEL-RAIL-OPM,Operations Manager Rail Services VIC/SA/TAS,RIS VIC,2.8069957683773247e-06,0.005296953332527846,0.00011687353298656495,0.002037120869171571,0.22500000000000003,0.00016405538982562962,0.22999995527468053,19,42,38,37
125173,Infrastructure,M,PDEL-INFR-PRD,Project Director,Delivering for Customers (D4C) Unrecovered Project,4.848447236288106e-06,0.00894134477825465,0.00010729224885870577,0.0015844273426889996,0.17500000000000002,0.00015060614008230309,0.3882437261558141,21,24,18,38
120649,Infrastructure,M,COMM-CAC-CDIR,Commercial Director - Project,Gold Coast Light Rail Stage 3,0.0,0.0029654856851604084,8.651851000761874e-05,0.0011317338162064282,0.125,0.00012144604022694676,0.12876488278009834,23,85,87,39
30732,Rail,F,COMMS-CSGR-CSGRD,People & Engagement Director,Metro Tunnel Rail Network Alliance,2.0924877546085514e-06,0.00486814593433071,8.252698327178213e-05,0.004300588501584427,0.475,0.00011584313364250063,0.21138063276693878,9,47,48,40
26946,Rail,M,DENG-DMAN-GMDEM,Operations Manager - REI,Rail Engineering,3.7256489289371767e-06,0.007339937302693561,7.514568636114048e-05,0.003847894975101856,0.42500000000000004,0.00010548200623451451,0.31870872657525035,11,31,26,41
123337,Building,M,PDEL-BUILD-PRDB,Project Director,CEP Office,7.85958815145651e-06,0.008370510503727129,7.117134702543851e-05,0.005432322317790856,0.6000000000000001,9.99032256058134e-05,0.36345742932281394,6,27,6,42
110970,Major Projects,M,PDEL-INFR-CD1B,Precinct Director,Melbourne Metro Rail Project - Tunnels & Stations PPP,0.0,0.012746973359798911,5.973787358768087e-05,0.007243096423721141,0.8,8.385405749368366e-05,0.5534886034652226,3,10,87,43
113297,Major Projects,M,PDEL-INFR-PROJM,Project Manager - M7 North,M7-M12 Project,2.347669188097399e-06,0.002172618436453991,5.719423714593466e-05,0.0009053870529651426,0.1,8.028355469836419e-05,0.09433765257941082,24,125,44,44
81205,Infrastructure,M,PDEL-INFR-OPSM,Operations Manager,Infrastructure NSW/ACT,1.990415181213012e-06,0.004580980347865371,5.574318595067023e-05,0.003168854685377999,0.35000000000000003,7.824671395185934e-05,0.19891156462585033,14,49,50,45
36176,Infrastructure,M,PDEL-INFR-PCOM,Construction Manager,Upper South Creek Advanced Water Recycling Centre,5.971245543639037e-06,0.003616563432525293,4.083054810177572e-05,0.0011317338162064282,0.125,5.731384231533274e-05,0.15703544575725026,23,64,13,46
121679,Infrastructure,M,PDEL-INFR-PROJM,Project Manager - Civils,Gold Coast Light Rail Stage 3,7.961660724852049e-06,0.00427131034766002,3.461937729454451e-05,0.0011317338162064282,0.125,4.859522106684917e-05,0.18546532832247117,23,55,5,47
125182,Building,M,PDEL-BUILD-SPMB,Senior Project Manager,Mater Hospital Springfield - Stage 2,2.653886908284016e-06,0.002503267949653208,3.354753546201816e-05,0.0009053870529651426,0.1,4.709067655083004e-05,0.1086948440578417,24,111,40,48
22374,Infrastructure,F,PDEL-INFR-PROJM,Project Manager,North Western Program Alliance,1.7352337477241645e-06,0.0016320307205782698,3.0259901906403097e-05,0.000679040289723857,0.07500000000000001,4.247582491257818e-05,0.07086469696359807,25,154,54,49
62329,Major Projects,M,PDEL-INFR-CD1B,Civil & Surface Manager,West Gate Tunnel Project,7.553370431269892e-06,0.017002818536984467,2.8731507410533444e-05,0.009053870529651425,1.0,4.033041736522163e-05,0.7382824158625676,1,4,7,50
99813,Infrastructure,F,COMMS-CSGR-SCSGRM,Director People & Engagement,North Western Program Alliance,1.2759071674442385e-06,0.0029412318349521876,2.7966569326385853e-05,0.0018107741059302852,0.2,3.9256673679657705e-05,0.12771175202493884,20,89,63,51
115196,Rail,M,TOPS-OPSM-SMOP,Operations Manager Asset Management,Rail Ops and Maintenance,7.655443004665431e-07,0.0018151602181419213,2.7011680837303408e-05,0.0015844273426889996,0.17500000000000002,3.791629658663781e-05,0.07881639553539083,21,145,72,52
92602,Infrastructure,M,PDEL-INFR-PCOM,Construction Manager,Hobson Bay Main Yarra Crossing Duplication Project,8.165805871643127e-07,0.0007608811955345785,2.697226835078808e-05,0.0004526935264825713,0.05,3.7860973274326374e-05,0.033038358081735754,26,192,71,53
111902,Corporate,M,IT-ITM-GMIT,General Manager - IT Technology Operations,IT Technology Operations,3.011140915168403e-06,0.006290490173932686,1.4258629937494338e-05,0.002489814395654142,0.275,2.001483742395969e-05,0.2731404956459902,17,33,34,54
23624,Rail,M,PDEL-RAIL-OPM,Operations Manager WA,Rail Projects WA,0.0,0.012214753251339092,1.2944781608820979e-05,0.007922136713444997,0.875,1.8170588358659465e-05,0.5303789792232384,2,15,87,55
58727,Major Projects,M,PDEL-INFR-PROJM,Project Manager - EDC,M7-M12 Project,3.2152860619594813e-06,0.0018111998685750661,1.2119490067879246e-05,0.000679040289723857,0.07500000000000001,1.7012126518152477e-05,0.07864443249058634,25,146,32,56
84963,Building,M,PDEL-BUILD-SPMB,Senior Project Manager,Forensic Mental Health Expansion Project,1.5310886009330862e-06,0.0029042563490270738,1.1468937094971744e-05,0.0011317338162064282,0.125,1.6098945227718136e-05,0.1261062328566253,23,91,58,57
116410,Infrastructure,M,COMM-CAC-CDIR,Director Commercial & Compliance,North Western Program Alliance,1.5821248876308558e-06,0.003146043874380858,1.0666660865704374e-05,0.0015844273426889996,0.17500000000000002,1.4972789983122333e-05,0.13660493211377112,21,77,57,58
11537,Major Projects,M,PDEL-INFR-PROJM,Project Manager - M7 South,M7-M12 Project,2.347669188097399e-06,0.00213382167866017,1.057094482702424e-05,0.0009053870529651426,0.1,1.4838433367508777e-05,0.09265305164049278,24,127,44,59
120082,Building,M,COMM-CAC-COMM,Commercial Manager,Southern Queensland Correctional Precinct - Stage 2,1.888342607817473e-06,0.003865484526767563,9.996549816781744e-06,0.0015844273426889996,0.17500000000000002,1.403215501890938e-05,0.16784389298125563,21,60,52,60
120604,Corporate,M,IT-ITM-GMIT,General Manager Applications and Emerging Technology,Applications & Emerging Technology,2.5007780481907076e-06,0.00564951810857616,9.309547702209671e-06,0.003168854685377999,0.35000000000000003,1.3067810063705791e-05,0.24530873328950248,14,38,42,61
57604,Major Projects,M,PDEL-INFR-SEPM,Operational Support Manager,M7-M12 Project,2.5007780481907076e-06,0.00576972062152459,9.272209557089863e-06,0.0036215482118605704,0.4,1.3015398504673874e-05,0.250528068040343,12,35,42,62
96055,Infrastructure,M,PRECON-EST-BUCECPM,Chief Estimator Infrastructure,Infrastructure Pre-Contracts,1.4800523142353168e-06,0.0031661772456893305,9.00491585154968e-06,0.0022634676324128564,0.25,1.264019829636606e-05,0.13747914681980616,18,75,59,63
32775,Rail,M,PDEL-RAIL-PMRT,Delivery Manager,North Western Program Alliance - R,3.674612642239407e-06,0.0025511898909100572,8.928757888884676e-06,0.002037120869171571,0.22500000000000003,1.2533295354531119e-05,0.11077567121523166,19,108,27,64
62076,Infrastructure,F,PDEL-INFR-SEPM,Senior Project Manager,Melbourne Water Capital Delivery Program,2.24559661470186e-06,0.004913668170039315,7.74025904739921e-06,0.002037120869171571,0.22500000000000003,1.0864999380266572e-05,0.2133572618817711,19,46,46,65
118331,Rail,M,PDEL-RAIL-SEPM,"Track, Civil and Resurfacing Manager Rail Services NSW/ACT",RIS NSW - Track & Civil,2.653886908284016e-06,0.0026789358759446613,7.473558010829183e-06,0.0011317338162064282,0.125,1.0490631101467206e-05,0.11632255241277796,23,102,40,66
119787,Infrastructure,F,PDEL-INFR-GEMO,General Manager Operations QLD/NT,Infrastructure QLD/NT,0.0,0.00450383138433737,7.439183210560165e-06,0.0036215482118605704,0.4,1.044237918997752e-05,0.19556166572227432,12,51,87,67
99208,Infrastructure,M,PDEL-INFR-PRD,Project Director,WTP Carbon Recovery Complex Project,1.326943454142008e-06,0.002776351725979013,7.436219865709371e-06,0.0015844273426889996,0.17500000000000002,1.0438219542435281e-05,0.12055246340960625,21,97,62,68
15925,Rail,M,PRECON-PCM-SEPCM,Rail Pre-Contracts Manager VIC/SA/TAS,Rail Pre-Contracts,1.0207257339553908e-06,0.0021513009992793143,7.303758350879594e-06,0.0018107741059302852,0.2,1.0252283297298267e-05,0.09341202433824099,20,126,68,69
127256,Major Projects,M,COMM-CAC-GMCOM,Commercial Director > $1b,M7-M12 Project,1.4800523142353168e-06,0.0031661772456893305,6.709212595651789e-06,0.0015844273426889996,0.17500000000000002,9.417719345411779e-06,0.13747914681980616,21,75,59,70
119813,Major Projects,M,PDEL-INFR-SEPM,Senior Project Manager,Kidston Pumped Storage Hydro,1.6331611743286253e-06,0.00392047260072054,6.63542530886741e-06,0.003168854685377999,0.35000000000000003,9.314144121610614e-06,0.17023153994657067,14,58,56,71
23378,Rail,M,PDEL-RAIL-PRD,Deputy AGM,Metro Tunnel Rail Network Alliance,1.3779797408397777e-06,0.003049469166478428,6.633943636442019e-06,0.002037120869171571,0.22500000000000003,9.312064297839503e-06,0.13241154449945658,19,82,61,72
113131,Building,M,COMM-CAC-GMCOM,General Manager Commercial & Risk,Building Commercial and Risk,0.0,0.003501242376327084,5.944570845989323e-06,0.0015844273426889996,0.17500000000000002,8.34439162460214e-06,0.1520280696104872,21,68,87,73
98878,Building,M,PDEL-BUILD-PRDB,Project Director,Queensland Train Manufacturing Program,3.2663223486572507e-06,0.004130497918616283,5.8141836725550796e-06,0.0036215482118605704,0.4,8.16136713274466e-06,0.17935108672942268,12,56,31,74
116848,Building,M,PDEL-BUILD-PRDB,Project Director,Melbourne Airport - T3 (Stage 2),6.63471727071004e-07,0.0012314463300713363,5.696538881979178e-06,0.000679040289723857,0.07500000000000001,7.9962291253187e-06,0.05347085070587374,25,172,74,75
123747,Infrastructure,M,COMM-CAC-CDIR,Senior Commercial Manager,Upper South Creek Advanced Water Recycling Centre,2.4497417614929382e-06,0.0028913485430313982,4.225336941729496e-06,0.002037120869171571,0.22500000000000003,5.93110277552684e-06,0.12554576071059587,19,92,43,76
126387,Infrastructure,M,PDEL-INFR-PRD,Program Delivery Manager,North West Treatment Hub (NTH) Growth Works,0.0,0.0020329794443189517,4.167551717139319e-06,0.0011317338162064282,0.125,5.8499896484536374e-06,0.08827436299963771,23,132,87,77
86850,Rail,M,PDEL-RAIL-PMRT,Project Manager,More Trains More Services (MTMS),1.8373063211197035e-06,0.0011617025396108295,4.128435565109051e-06,0.0004526935264825713,0.05,5.7950823008964e-06,0.05044249314265012,26,175,53,78
121881,Building,M,PDEL-BUILD-CMBLD,Construction Manager,Building VIC/SA/TAS/NZ Operations,0.0,0.005043847735272336,3.7641417047867163e-06,0.002037120869171571,0.22500000000000003,5.283722963040054e-06,0.21900981199910116,19,45,87,79
80991,Building,M,PDEL-BUILD-SPMB,Senior Project Manager,Sydney Children's Hospital,4.4401569427059504e-06,0.0033923327632385688,3.5735986308816743e-06,0.0015844273426889996,0.17500000000000002,5.016257626075599e-06,0.14729908587836377,21,71,21,80
92975,Rail,M,PDEL-RAIL-PMRT,Track & Civil Manager VIC/TAS & SA,RIS VIC - Track & Civil,2.653886908284016e-06,0.0031163131618131778,3.4980333371868253e-06,0.0018107741059302852,0.2,4.9101866137491e-06,0.13531398954139479,20,80,40,81
63530,Major Projects,F,PCON-PCON-PCM,Project Controls Manager,Melbourne Metro Rail Project - Tunnels & Stations PPP,2.4497417614929382e-06,0.002768312434817296,3.4974406682166718e-06,0.001358080579447714,0.15000000000000002,4.90935468424066e-06,0.1202033879144003,22,98,43,82
25490,Rail,M,PDEL-RAIL-SEPM,Senior Project Manager,North Western Program Alliance - R,2.551814334888477e-06,0.0031373139572823333,3.441729785022046e-06,0.0022634676324128564,0.25,4.831153310447017e-06,0.13622586882660143,18,78,41,83
30849,TEK,M,DENG-CENG-CEOPM,Operations Manager - Construction Engineering,TEK Construction Engineering,1.1738345940486995e-06,0.0027789305582551047,3.4411371160518866e-06,0.0018107741059302852,0.2,4.830321380938569e-06,0.12066443934575802,20,96,65,84
53224,Infrastructure,M,DENG-DMAN-GRGM,Engineering Director,Gold Coast Light Rail Stage 3,0.0,0.002203920658856281,3.4026136329917715e-06,0.0011317338162064282,0.125,4.7762459628897715e-06,0.09569683196056822,23,124,87,85
94608,Infrastructure,F,HSC-SUS-MSU,Director Transformation & Sustainability,North Western Program Alliance,9.186531605598517e-07,0.0020329794443189517,3.402317298506696e-06,0.0011317338162064282,0.125,4.775829998135552e-06,0.08827436299963771,23,132,69,86
83156,Rail,M,COMM-CAC-CDIR,Senior Commercial Manager,Metro Tunnel Rail Network Alliance,1.0207257339553908e-06,0.0026574894696979766,3.328233677237236e-06,0.002489814395654142,0.275,4.671838809580161e-06,0.11539132418253298,17,104,68,87
62397,Rail,M,TOPS-OPSM-SMOP,Operations Manager Rail Operations,Rail Ops and Maintenance,8.165805871643127e-07,0.0019275656953542655,3.3270483392969268e-06,0.0015844273426889996,0.17500000000000002,4.670174950563278e-06,0.08369717380706392,21,137,71,88
25135,Major Projects,M,PDEL-INFR-PROJM,Project Manager (Site),Sydney Metro West - Eastern Tunnelling Package,0.0,0.0009148407499435283,3.268966780221678e-06,0.0004526935264825713,0.05,4.588645858735862e-06,0.03972346334983697,26,185,87,89
89270,Major Projects,M,PDEL-INFR-PROJM,Project Manager - M12,M7-M12 Project,9.186531605598517e-07,0.0005421278518183872,3.23073963164664e-06,0.0004526935264825713,0.05,4.534986405441285e-06,0.02353983013323673,26,198,69,90
87370,Infrastructure,M,PDEL-INFR-PCOM,Senior Construction Lead,Delivering for Customers (D4C) Unrecovered Project,5.2057012431724935e-06,0.006528122882313078,3.0389124416395962e-06,0.0036215482118605704,0.4,4.265718554541874e-06,0.2834587878543922,12,32,16,91
126277,Infrastructure,M,PDEL-INFR-SEPM,Senior Project Manager,SA Water Capital Delivery,1.8373063211197035e-06,0.0044355915148777125,2.866445771324304e-06,0.0022634676324128564,0.25,4.023627067584937e-06,0.19259861018102772,18,53,53,92
43189,Infrastructure,M,PDEL-INFR-SEPM,Project Director,Waterloo ISD - Station D&C,2.8580320550750945e-06,0.0033414169483145877,2.7707297326441697e-06,0.0015844273426889996,0.17500000000000002,3.889270451971382e-06,0.145088261198566,21,72,37,93
45463,Infrastructure,M,TAL-CONSTR-GSUP,General Superintendent,North Western Program Alliance,2.4497417614929382e-06,0.0029570610099184753,2.676199031904344e-06,0.0018107741059302852,0.2,3.7565776953747103e-06,0.1283990734540185,20,86,43,94
60639,Corporate,M,PCON-PCON-GMPC,General Manager Project Controls,Commercial Management,0.0,0.002877082020615125,2.6009300726945753e-06,0.002037120869171571,0.22500000000000003,3.6509226478024364e-06,0.12492629149656334,19,93,87,95
111858,Rail,F,PEO-HROP-PMGR,HR Manager,Metro Tunnel Rail Network Alliance,1.4290160275375472e-06,0.0017028374832757033,2.5238831065743417e-06,0.001358080579447714,0.15000000000000002,3.5427718117048357e-06,0.0739392100338846,22,152,60,96
93946,Rail,M,AM-AO-MAO,Plant & Logistics Manager,VIC/SA/TAS Region Plant,5.103628669776954e-07,0.0010756504996396572,2.50402869607413e-06,0.000679040289723857,0.07500000000000001,3.514902173171996e-06,0.046706012169120494,25,179,77,97
16051,Infrastructure,M,PDEL-INFR-CODI,Construction Director,Sydney Gateway - Stage 1 & 3,0.0,0.000790603117235148,2.428463402379285e-06,0.000679040289723857,0.07500000000000001,3.4088311608455026e-06,0.03432891894430356,25,191,87,98
16053,Major Projects,M,PDEL-INFR-PROJM,Project Manager,Rozelle Interchange (Westconnex 3B),0.0,0.004839063747745111,2.1394385012667167e-06,0.002037120869171571,0.22500000000000003,3.0031268705614274e-06,0.21011784995688415,19,48,87,99
59464,Infrastructure,M,PDEL-INFR-PRD,Project Director,Black Hill to Tomago,1.4290160275375472e-06,0.003472452907072023,1.968157168891741e-06,0.0018107741059302852,0.2,2.762699242621385e-06,0.1507779969318431,20,69,60,100
56056,Rail,M,PDEL-RAIL-SEPM,Project Director,Papakura to Pukekohe (P2P) OLE,1.12279830735093e-06,0.0028033106867531984,1.8543647266218549e-06,0.0018107741059302852,0.2,2.602968777000309e-06,0.1217230532530617,20,94,66,101
48801,Rail,M,DENG-SAE-SSAEM,Group Manager - Safety Engineering & Assurance,Systems Assurance,2.1435240413063207e-06,0.002692324128962936,1.8353993195768762e-06,0.0018107741059302852,0.2,2.5763470327301337e-06,0.11690388613465535,20,101,47,102
116200,Major Projects,M,PDEL-INFR-SPE,Senior Project Engineer,Melbourne Metro Rail Project - Tunnels & Stations PPP,1.2248708807464691e-06,0.003942748013224634,1.7056048151127907e-06,0.004074241738343142,0.45000000000000007,2.3941544703810993e-06,0.17119876460535802,10,57,64,103
58613,Infrastructure,M,PDEL-INFR-SEPM,Senior Project Manager,Botany Rail Duplication,1.4290160275375472e-06,0.0019249467202247083,1.702641470262013e-06,0.0018107741059302852,0.2,2.3899948228388845e-06,0.08358345482091302,20,138,60,104
12233,Major Projects,M,PDEL-INFR-AM,Area Manager,M7-M12 Project,1.2248708807464691e-06,0.0008503966303033524,1.7008634633515469e-06,0.0004526935264825713,0.05,2.3874990343135565e-06,0.03692522373841055,26,188,64,105
81950,Infrastructure,M,COMM-CAC-COMM,Contracts Manager,Gold Coast Light Rail Stage 3,4.0829029358215634e-07,0.0008503966303033524,1.7008634633515435e-06,0.0004526935264825713,0.05,2.387499034313552e-06,0.03692522373841055,26,188,79,106
114138,Building,M,PDEL-BUILD-PRMB,Project Manager,Ballarat Base Hospital Redevelopment - Stage 2,7.655443004665431e-07,0.0022097602655640784,1.6842687321871886e-06,0.0022634676324128564,0.25,2.36420500807715e-06,0.09595039456482363,18,123,72,107
123313,Infrastructure,M,PDEL-INFR-PROJM,Project Manager - Utilities,Gold Coast Light Rail Stage 3,7.043007564292197e-06,0.005690191143093787,1.4882928593890554e-06,0.0022634676324128564,0.25,2.089113650618637e-06,0.24707480437464743,18,37,9,108
123347,Infrastructure,M,TAL-CONSTR-GSUP,General Superintendent,Gold Coast Light Rail Stage 3,4.2870480826126415e-06,0.0035419019652134635,1.1842536776992139e-06,0.0018107741059302852,0.2,1.662333812787342e-06,0.15379355687047996,20,66,22,109
120549,Rail,M,PDEL-RAIL-SEPM,Project Leader,Sydney Metro Stage 2 - Sydenham Junction Works - R,3.1642497752617115e-06,0.0045224380694224835,1.091797318354936e-06,0.0036215482118605704,0.4,1.5325528094702246e-06,0.19636958991354597,12,50,33,110
24690,Infrastructure,M,PDEL-INFR-AM,Area Manager,Upper South Creek Advanced Water Recycling Centre,4.2870480826126415e-06,0.0026214734939902277,1.0888339735041563e-06,0.001358080579447714,0.15000000000000002,1.5283931619280073e-06,0.11382746807848024,22,106,22,111
84480,Building,M,PDEL-BUILD-SPMB,Senior Project Manager,CEP Office,3.674612642239407e-06,0.0033361713958054598,1.0523848318395837e-06,0.002489814395654142,0.275,1.477229497158757e-06,0.14486049312761065,17,73,27,112
